path,emotion,dataset,original_split,split
Raw_Data/MELD/train/dia739_utt7.wav,surprise,meld,train,train
Raw_Data/MELD/train/dia206_utt15.wav,angry,meld,train,train
Raw_Data/MELD/train/dia572_utt18.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia673_utt7.wav,surprise,meld,train,train
Raw_Data/MELD/train/dia293_utt12.wav,happy,meld,train,train
Raw_Data/MELD/train/dia150_utt1.wav,neutral,meld,train,train
Raw_Data/MELD/dev/dia13_utt11.wav,surprise,meld,dev,train
Raw_Data/MELD/train/dia541_utt5.wav,happy,meld,train,train
Raw_Data/MELD/train/dia456_utt9.wav,sad,meld,train,train
Raw_Data/MELD/test/dia244_utt6.wav,disgust,meld,test,train
Raw_Data/MELD/test/dia195_utt2.wav,sad,meld,test,train
Raw_Data/MELD/test/dia41_utt1.wav,angry,meld,test,train
Raw_Data/MELD/train/dia254_utt6.wav,angry,meld,train,train
Raw_Data/MELD/train/dia523_utt10.wav,happy,meld,train,train
Raw_Data/MELD/test/dia251_utt0.wav,surprise,meld,test,train
Raw_Data/MELD/train/dia392_utt12.wav,happy,meld,train,train
Raw_Data/MELD/train/dia264_utt18.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia719_utt4.wav,neutral,meld,train,train
Raw_Data/MELD/test/dia161_utt4.wav,happy,meld,test,train
Raw_Data/MELD/dev/dia34_utt4.wav,neutral,meld,dev,train
Raw_Data/MELD/train/dia342_utt14.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia410_utt7.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia312_utt4.wav,sad,meld,train,train
Raw_Data/MELD/train/dia94_utt4.wav,disgust,meld,train,train
Raw_Data/MELD/train/dia948_utt5.wav,happy,meld,train,train
Raw_Data/MELD/train/dia687_utt0.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia652_utt9.wav,fear,meld,train,train
Raw_Data/MELD/train/dia6_utt16.wav,sad,meld,train,train
Raw_Data/MELD/test/dia72_utt8.wav,angry,meld,test,train
Raw_Data/MELD/train/dia178_utt1.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia184_utt20.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia604_utt4.wav,surprise,meld,train,train
Raw_Data/MELD/train/dia920_utt4.wav,neutral,meld,train,train
Raw_Data/MELD/dev/dia70_utt1.wav,neutral,meld,dev,train
Raw_Data/MELD/train/dia565_utt0.wav,neutral,meld,train,train
Raw_Data/MELD/dev/dia74_utt19.wav,angry,meld,dev,train
Raw_Data/MELD/test/dia137_utt7.wav,surprise,meld,test,train
Raw_Data/MELD/train/dia501_utt1.wav,happy,meld,train,train
Raw_Data/MELD/train/dia657_utt3.wav,happy,meld,train,train
Raw_Data/MELD/train/dia212_utt7.wav,angry,meld,train,train
Raw_Data/MELD/train/dia410_utt12.wav,neutral,meld,train,train
Raw_Data/MELD/test/dia270_utt14.wav,surprise,meld,test,train
Raw_Data/MELD/train/dia546_utt6.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia670_utt7.wav,angry,meld,train,train
Raw_Data/MELD/train/dia849_utt4.wav,happy,meld,train,train
Raw_Data/MELD/train/dia332_utt9.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia940_utt5.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia596_utt8.wav,angry,meld,train,train
Raw_Data/MELD/train/dia700_utt12.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia1025_utt12.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia770_utt6.wav,neutral,meld,train,train
Raw_Data/MELD/test/dia42_utt0.wav,happy,meld,test,train
Raw_Data/MELD/train/dia476_utt2.wav,neutral,meld,train,train
Raw_Data/MELD/dev/dia78_utt2.wav,neutral,meld,dev,train
Raw_Data/MELD/train/dia49_utt8.wav,neutral,meld,train,train
Raw_Data/MELD/dev/dia111_utt2.wav,neutral,meld,dev,train
Raw_Data/MELD/test/dia189_utt3.wav,happy,meld,test,train
Raw_Data/MELD/train/dia645_utt4.wav,neutral,meld,train,train
Raw_Data/MELD/test/dia32_utt8.wav,surprise,meld,test,train
Raw_Data/MELD/train/dia758_utt2.wav,angry,meld,train,train
Raw_Data/MELD/train/dia527_utt2.wav,surprise,meld,train,train
Raw_Data/MELD/test/dia118_utt7.wav,happy,meld,test,train
Raw_Data/MELD/test/dia17_utt28.wav,sad,meld,test,train
Raw_Data/MELD/train/dia1019_utt14.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia367_utt2.wav,happy,meld,train,train
Raw_Data/MELD/train/dia524_utt0.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia164_utt8.wav,happy,meld,train,train
Raw_Data/MELD/dev/dia87_utt3.wav,neutral,meld,dev,train
Raw_Data/MELD/test/dia199_utt11.wav,sad,meld,test,train
Raw_Data/MELD/dev/dia64_utt0.wav,surprise,meld,dev,train
Raw_Data/MELD/train/dia529_utt2.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia4_utt1.wav,happy,meld,train,train
Raw_Data/MELD/train/dia782_utt7.wav,happy,meld,train,train
Raw_Data/MELD/train/dia475_utt5.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia256_utt1.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia601_utt3.wav,happy,meld,train,train
Raw_Data/MELD/train/dia615_utt0.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia674_utt3.wav,surprise,meld,train,train
Raw_Data/MELD/test/dia100_utt14.wav,fear,meld,test,train
Raw_Data/MELD/train/dia62_utt9.wav,surprise,meld,train,train
Raw_Data/MELD/train/dia144_utt4.wav,surprise,meld,train,train
Raw_Data/MELD/train/dia66_utt2.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia9_utt0.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia737_utt4.wav,surprise,meld,train,train
Raw_Data/MELD/train/dia962_utt2.wav,happy,meld,train,train
Raw_Data/MELD/train/dia565_utt3.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia235_utt3.wav,happy,meld,train,train
Raw_Data/MELD/train/dia205_utt6.wav,happy,meld,train,train
Raw_Data/MELD/train/dia6_utt6.wav,happy,meld,train,train
Raw_Data/MELD/train/dia149_utt2.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia1021_utt1.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia941_utt1.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia152_utt8.wav,surprise,meld,train,train
Raw_Data/MELD/train/dia607_utt10.wav,neutral,meld,train,train
Raw_Data/MELD/test/dia118_utt6.wav,neutral,meld,test,train
Raw_Data/MELD/train/dia314_utt12.wav,neutral,meld,train,train
Raw_Data/MELD/test/dia173_utt12.wav,sad,meld,test,train
Raw_Data/MELD/train/dia803_utt4.wav,happy,meld,train,train
Raw_Data/MELD/train/dia184_utt2.wav,neutral,meld,train,train
Raw_Data/MELD/test/dia68_utt11.wav,angry,meld,test,train
Raw_Data/MELD/test/dia118_utt1.wav,sad,meld,test,train
Raw_Data/MELD/train/dia148_utt18.wav,angry,meld,train,train
Raw_Data/MELD/train/dia320_utt13.wav,sad,meld,train,train
Raw_Data/MELD/test/dia213_utt9.wav,neutral,meld,test,train
Raw_Data/MELD/train/dia301_utt7.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia200_utt0.wav,neutral,meld,train,train
Raw_Data/MELD/dev/dia26_utt0.wav,neutral,meld,dev,train
Raw_Data/MELD/train/dia120_utt15.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia389_utt11.wav,happy,meld,train,train
Raw_Data/MELD/test/dia145_utt9.wav,surprise,meld,test,train
Raw_Data/MELD/train/dia579_utt1.wav,happy,meld,train,train
Raw_Data/MELD/train/dia132_utt4.wav,sad,meld,train,train
Raw_Data/MELD/train/dia864_utt3.wav,happy,meld,train,train
Raw_Data/MELD/train/dia574_utt15.wav,fear,meld,train,train
Raw_Data/MELD/test/dia65_utt8.wav,neutral,meld,test,train
Raw_Data/MELD/train/dia886_utt8.wav,happy,meld,train,train
Raw_Data/MELD/test/dia167_utt9.wav,angry,meld,test,train
Raw_Data/MELD/train/dia463_utt12.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia829_utt2.wav,angry,meld,train,train
Raw_Data/MELD/train/dia527_utt4.wav,happy,meld,train,train
Raw_Data/MELD/dev/dia27_utt0.wav,surprise,meld,dev,train
Raw_Data/MELD/train/dia752_utt8.wav,neutral,meld,train,train
Raw_Data/MELD/test/dia145_utt6.wav,neutral,meld,test,train
Raw_Data/MELD/test/dia208_utt4.wav,sad,meld,test,train
Raw_Data/MELD/train/dia640_utt5.wav,happy,meld,train,train
Raw_Data/MELD/train/dia259_utt2.wav,angry,meld,train,train
Raw_Data/MELD/train/dia787_utt5.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia950_utt13.wav,happy,meld,train,train
Raw_Data/MELD/train/dia584_utt3.wav,neutral,meld,train,train
Raw_Data/MELD/dev/dia89_utt2.wav,fear,meld,dev,train
Raw_Data/MELD/train/dia638_utt11.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia676_utt10.wav,angry,meld,train,train
Raw_Data/MELD/train/dia293_utt0.wav,surprise,meld,train,train
Raw_Data/MELD/test/dia185_utt6.wav,happy,meld,test,train
Raw_Data/MELD/train/dia320_utt14.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia607_utt6.wav,surprise,meld,train,train
Raw_Data/MELD/train/dia66_utt1.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia907_utt12.wav,fear,meld,train,train
Raw_Data/MELD/test/dia168_utt13.wav,angry,meld,test,train
Raw_Data/MELD/train/dia1021_utt4.wav,sad,meld,train,train
Raw_Data/MELD/train/dia199_utt8.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia705_utt2.wav,happy,meld,train,train
Raw_Data/MELD/train/dia489_utt0.wav,happy,meld,train,train
Raw_Data/MELD/dev/dia109_utt4.wav,angry,meld,dev,train
Raw_Data/MELD/train/dia610_utt1.wav,happy,meld,train,train
Raw_Data/MELD/dev/dia48_utt6.wav,surprise,meld,dev,train
Raw_Data/MELD/train/dia15_utt7.wav,sad,meld,train,train
Raw_Data/MELD/test/dia217_utt11.wav,neutral,meld,test,train
Raw_Data/MELD/dev/dia16_utt13.wav,neutral,meld,dev,train
Raw_Data/MELD/train/dia793_utt1.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia658_utt7.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia787_utt8.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia524_utt15.wav,fear,meld,train,train
Raw_Data/MELD/train/dia538_utt9.wav,disgust,meld,train,train
Raw_Data/MELD/train/dia584_utt1.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia523_utt19.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia214_utt8.wav,happy,meld,train,train
Raw_Data/MELD/train/dia1009_utt8.wav,surprise,meld,train,train
Raw_Data/MELD/train/dia693_utt0.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia356_utt14.wav,neutral,meld,train,train
Raw_Data/MELD/test/dia71_utt6.wav,surprise,meld,test,train
Raw_Data/MELD/train/dia30_utt8.wav,neutral,meld,train,train
Raw_Data/MELD/dev/dia99_utt1.wav,neutral,meld,dev,train
Raw_Data/MELD/train/dia924_utt3.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia571_utt0.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia655_utt0.wav,surprise,meld,train,train
Raw_Data/MELD/train/dia767_utt8.wav,neutral,meld,train,train
Raw_Data/MELD/dev/dia2_utt0.wav,neutral,meld,dev,train
Raw_Data/MELD/test/dia180_utt0.wav,neutral,meld,test,train
Raw_Data/MELD/train/dia287_utt6.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia295_utt2.wav,surprise,meld,train,train
Raw_Data/MELD/train/dia583_utt2.wav,neutral,meld,train,train
Raw_Data/MELD/test/dia130_utt7.wav,neutral,meld,test,train
Raw_Data/MELD/test/dia166_utt3.wav,angry,meld,test,train
Raw_Data/MELD/train/dia531_utt12.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia707_utt0.wav,angry,meld,train,train
Raw_Data/MELD/train/dia530_utt21.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia968_utt3.wav,surprise,meld,train,train
Raw_Data/MELD/train/dia138_utt12.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia302_utt2.wav,fear,meld,train,train
Raw_Data/MELD/test/dia126_utt12.wav,angry,meld,test,train
Raw_Data/MELD/dev/dia57_utt8.wav,neutral,meld,dev,train
Raw_Data/MELD/train/dia979_utt4.wav,happy,meld,train,train
Raw_Data/MELD/dev/dia36_utt3.wav,neutral,meld,dev,train
Raw_Data/MELD/test/dia96_utt6.wav,angry,meld,test,train
Raw_Data/MELD/train/dia521_utt0.wav,neutral,meld,train,train
Raw_Data/MELD/test/dia58_utt15.wav,neutral,meld,test,train
Raw_Data/MELD/train/dia853_utt10.wav,surprise,meld,train,train
Raw_Data/MELD/test/dia119_utt2.wav,neutral,meld,test,train
Raw_Data/MELD/test/dia4_utt2.wav,surprise,meld,test,train
Raw_Data/MELD/train/dia933_utt5.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia363_utt0.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia578_utt1.wav,surprise,meld,train,train
Raw_Data/MELD/train/dia933_utt18.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia913_utt14.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia26_utt5.wav,happy,meld,train,train
Raw_Data/MELD/train/dia545_utt5.wav,happy,meld,train,train
Raw_Data/MELD/train/dia1036_utt15.wav,angry,meld,train,train
Raw_Data/MELD/train/dia371_utt11.wav,sad,meld,train,train
Raw_Data/MELD/test/dia193_utt4.wav,neutral,meld,test,train
Raw_Data/MELD/train/dia673_utt0.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia254_utt8.wav,happy,meld,train,train
Raw_Data/MELD/train/dia852_utt3.wav,neutral,meld,train,train
Raw_Data/MELD/dev/dia62_utt1.wav,happy,meld,dev,train
Raw_Data/MELD/train/dia953_utt14.wav,surprise,meld,train,train
Raw_Data/MELD/test/dia201_utt7.wav,neutral,meld,test,train
Raw_Data/MELD/train/dia170_utt11.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia736_utt12.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia26_utt2.wav,surprise,meld,train,train
Raw_Data/MELD/train/dia596_utt18.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia623_utt9.wav,happy,meld,train,train
Raw_Data/MELD/train/dia314_utt9.wav,happy,meld,train,train
Raw_Data/MELD/test/dia233_utt7.wav,happy,meld,test,train
Raw_Data/MELD/train/dia849_utt1.wav,happy,meld,train,train
Raw_Data/MELD/train/dia67_utt8.wav,happy,meld,train,train
Raw_Data/MELD/dev/dia83_utt5.wav,neutral,meld,dev,train
Raw_Data/MELD/dev/dia29_utt6.wav,neutral,meld,dev,train
Raw_Data/MELD/train/dia891_utt6.wav,happy,meld,train,train
Raw_Data/MELD/train/dia909_utt7.wav,neutral,meld,train,train
Raw_Data/MELD/test/dia143_utt0.wav,neutral,meld,test,train
Raw_Data/MELD/train/dia834_utt10.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia568_utt10.wav,angry,meld,train,train
Raw_Data/MELD/train/dia193_utt2.wav,happy,meld,train,train
Raw_Data/MELD/train/dia810_utt9.wav,happy,meld,train,train
Raw_Data/MELD/test/dia28_utt5.wav,neutral,meld,test,train
Raw_Data/MELD/train/dia680_utt0.wav,happy,meld,train,train
Raw_Data/MELD/test/dia195_utt1.wav,neutral,meld,test,train
Raw_Data/MELD/train/dia989_utt0.wav,surprise,meld,train,train
Raw_Data/MELD/train/dia817_utt3.wav,surprise,meld,train,train
Raw_Data/MELD/test/dia203_utt11.wav,neutral,meld,test,train
Raw_Data/MELD/train/dia409_utt9.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia384_utt1.wav,surprise,meld,train,train
Raw_Data/MELD/train/dia383_utt1.wav,disgust,meld,train,train
Raw_Data/MELD/train/dia795_utt3.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia86_utt10.wav,happy,meld,train,train
Raw_Data/MELD/train/dia372_utt11.wav,neutral,meld,train,train
Raw_Data/MELD/test/dia112_utt18.wav,neutral,meld,test,train
Raw_Data/MELD/train/dia93_utt1.wav,neutral,meld,train,train
Raw_Data/MELD/test/dia23_utt0.wav,happy,meld,test,train
Raw_Data/MELD/train/dia617_utt0.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia15_utt15.wav,happy,meld,train,train
Raw_Data/MELD/train/dia585_utt12.wav,sad,meld,train,train
Raw_Data/MELD/test/dia64_utt7.wav,neutral,meld,test,train
Raw_Data/MELD/train/dia907_utt4.wav,angry,meld,train,train
Raw_Data/MELD/train/dia250_utt1.wav,happy,meld,train,train
Raw_Data/MELD/train/dia143_utt1.wav,neutral,meld,train,train
Raw_Data/MELD/test/dia9_utt2.wav,sad,meld,test,train
Raw_Data/MELD/train/dia318_utt3.wav,neutral,meld,train,train
Raw_Data/MELD/test/dia254_utt10.wav,neutral,meld,test,train
Raw_Data/MELD/test/dia96_utt2.wav,happy,meld,test,train
Raw_Data/MELD/train/dia789_utt0.wav,happy,meld,train,train
Raw_Data/MELD/train/dia573_utt7.wav,happy,meld,train,train
Raw_Data/MELD/train/dia772_utt15.wav,neutral,meld,train,train
Raw_Data/MELD/test/dia239_utt8.wav,neutral,meld,test,train
Raw_Data/MELD/train/dia163_utt7.wav,surprise,meld,train,train
Raw_Data/MELD/train/dia506_utt1.wav,fear,meld,train,train
Raw_Data/MELD/train/dia135_utt5.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia861_utt11.wav,surprise,meld,train,train
Raw_Data/MELD/train/dia763_utt5.wav,sad,meld,train,train
Raw_Data/MELD/test/dia244_utt5.wav,neutral,meld,test,train
Raw_Data/MELD/train/dia116_utt1.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia316_utt0.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia740_utt13.wav,happy,meld,train,train
Raw_Data/MELD/train/dia568_utt0.wav,disgust,meld,train,train
Raw_Data/MELD/train/dia946_utt7.wav,angry,meld,train,train
Raw_Data/MELD/dev/dia18_utt8.wav,fear,meld,dev,train
Raw_Data/MELD/train/dia498_utt0.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia604_utt13.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia860_utt10.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia285_utt14.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia884_utt4.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia650_utt5.wav,disgust,meld,train,train
Raw_Data/MELD/train/dia673_utt5.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia129_utt6.wav,surprise,meld,train,train
Raw_Data/MELD/test/dia233_utt9.wav,happy,meld,test,train
Raw_Data/MELD/test/dia204_utt3.wav,angry,meld,test,train
Raw_Data/MELD/train/dia434_utt12.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia130_utt11.wav,surprise,meld,train,train
Raw_Data/MELD/train/dia660_utt9.wav,happy,meld,train,train
Raw_Data/MELD/train/dia645_utt1.wav,happy,meld,train,train
Raw_Data/MELD/train/dia946_utt3.wav,surprise,meld,train,train
Raw_Data/MELD/test/dia169_utt20.wav,neutral,meld,test,train
Raw_Data/MELD/train/dia640_utt0.wav,happy,meld,train,train
Raw_Data/MELD/train/dia595_utt0.wav,angry,meld,train,train
Raw_Data/MELD/train/dia723_utt7.wav,fear,meld,train,train
Raw_Data/MELD/train/dia1002_utt4.wav,happy,meld,train,train
Raw_Data/MELD/train/dia948_utt3.wav,happy,meld,train,train
Raw_Data/MELD/train/dia666_utt6.wav,neutral,meld,train,train
Raw_Data/MELD/test/dia174_utt1.wav,neutral,meld,test,train
Raw_Data/MELD/train/dia1024_utt15.wav,sad,meld,train,train
Raw_Data/MELD/train/dia712_utt5.wav,happy,meld,train,train
Raw_Data/MELD/dev/dia88_utt3.wav,sad,meld,dev,train
Raw_Data/MELD/train/dia234_utt5.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia362_utt4.wav,neutral,meld,train,train
Raw_Data/MELD/test/dia203_utt2.wav,surprise,meld,test,train
Raw_Data/MELD/train/dia183_utt7.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia810_utt14.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia216_utt1.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia813_utt9.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia705_utt8.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia983_utt2.wav,angry,meld,train,train
Raw_Data/MELD/train/dia760_utt2.wav,fear,meld,train,train
Raw_Data/MELD/train/dia594_utt0.wav,sad,meld,train,train
Raw_Data/MELD/train/dia745_utt3.wav,surprise,meld,train,train
Raw_Data/MELD/test/dia58_utt12.wav,happy,meld,test,train
Raw_Data/MELD/train/dia534_utt2.wav,happy,meld,train,train
Raw_Data/MELD/train/dia1015_utt1.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia414_utt7.wav,happy,meld,train,train
Raw_Data/MELD/train/dia338_utt16.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia551_utt4.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia688_utt0.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia477_utt16.wav,neutral,meld,train,train
Raw_Data/MELD/test/dia230_utt5.wav,neutral,meld,test,train
Raw_Data/MELD/train/dia605_utt2.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia356_utt5.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia168_utt8.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia151_utt8.wav,angry,meld,train,train
Raw_Data/MELD/train/dia286_utt3.wav,neutral,meld,train,train
Raw_Data/MELD/test/dia130_utt8.wav,surprise,meld,test,train
Raw_Data/MELD/train/dia486_utt0.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia838_utt0.wav,surprise,meld,train,train
Raw_Data/MELD/train/dia319_utt9.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia965_utt3.wav,happy,meld,train,train
Raw_Data/MELD/train/dia821_utt4.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia526_utt3.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia949_utt11.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia582_utt0.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia705_utt0.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia43_utt0.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia1031_utt0.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia523_utt21.wav,angry,meld,train,train
Raw_Data/MELD/test/dia86_utt5.wav,disgust,meld,test,train
Raw_Data/MELD/train/dia1025_utt11.wav,fear,meld,train,train
Raw_Data/MELD/dev/dia60_utt6.wav,happy,meld,dev,train
Raw_Data/MELD/dev/dia53_utt5.wav,neutral,meld,dev,train
Raw_Data/MELD/train/dia0_utt11.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia312_utt11.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia594_utt7.wav,sad,meld,train,train
Raw_Data/MELD/train/dia305_utt3.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia823_utt5.wav,disgust,meld,train,train
Raw_Data/MELD/train/dia240_utt5.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia680_utt5.wav,sad,meld,train,train
Raw_Data/MELD/train/dia635_utt6.wav,neutral,meld,train,train
Raw_Data/MELD/test/dia169_utt0.wav,surprise,meld,test,train
Raw_Data/MELD/train/dia655_utt5.wav,neutral,meld,train,train
Raw_Data/MELD/dev/dia56_utt1.wav,sad,meld,dev,train
Raw_Data/MELD/test/dia17_utt13.wav,angry,meld,test,train
Raw_Data/MELD/test/dia215_utt1.wav,neutral,meld,test,train
Raw_Data/MELD/train/dia438_utt4.wav,neutral,meld,train,train
Raw_Data/MELD/test/dia233_utt12.wav,neutral,meld,test,train
Raw_Data/MELD/train/dia872_utt1.wav,surprise,meld,train,train
Raw_Data/MELD/test/dia49_utt12.wav,surprise,meld,test,train
Raw_Data/MELD/train/dia759_utt8.wav,angry,meld,train,train
Raw_Data/MELD/test/dia226_utt1.wav,happy,meld,test,train
Raw_Data/MELD/train/dia153_utt8.wav,disgust,meld,train,train
Raw_Data/MELD/train/dia996_utt10.wav,angry,meld,train,train
Raw_Data/MELD/train/dia420_utt1.wav,happy,meld,train,train
Raw_Data/MELD/train/dia1037_utt2.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia639_utt1.wav,happy,meld,train,train
Raw_Data/MELD/train/dia273_utt3.wav,sad,meld,train,train
Raw_Data/MELD/dev/dia10_utt5.wav,angry,meld,dev,train
Raw_Data/MELD/train/dia593_utt1.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia560_utt2.wav,happy,meld,train,train
Raw_Data/MELD/train/dia47_utt8.wav,neutral,meld,train,train
Raw_Data/MELD/dev/dia23_utt11.wav,sad,meld,dev,train
Raw_Data/MELD/train/dia976_utt11.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia978_utt9.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia293_utt1.wav,surprise,meld,train,train
Raw_Data/MELD/test/dia169_utt21.wav,surprise,meld,test,train
Raw_Data/MELD/train/dia775_utt2.wav,surprise,meld,train,train
Raw_Data/MELD/train/dia659_utt12.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia238_utt4.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia76_utt0.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia448_utt1.wav,angry,meld,train,train
Raw_Data/MELD/train/dia532_utt9.wav,sad,meld,train,train
Raw_Data/MELD/train/dia6_utt11.wav,angry,meld,train,train
Raw_Data/MELD/train/dia255_utt11.wav,angry,meld,train,train
Raw_Data/MELD/train/dia114_utt2.wav,neutral,meld,train,train
Raw_Data/MELD/dev/dia77_utt3.wav,happy,meld,dev,train
Raw_Data/MELD/train/dia774_utt8.wav,neutral,meld,train,train
Raw_Data/MELD/test/dia101_utt1.wav,neutral,meld,test,train
Raw_Data/MELD/train/dia371_utt2.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia664_utt7.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia180_utt12.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia859_utt1.wav,neutral,meld,train,train
Raw_Data/MELD/dev/dia30_utt17.wav,angry,meld,dev,train
Raw_Data/MELD/train/dia6_utt9.wav,angry,meld,train,train
Raw_Data/MELD/train/dia910_utt4.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia289_utt1.wav,fear,meld,train,train
Raw_Data/MELD/train/dia354_utt1.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia1015_utt2.wav,happy,meld,train,train
Raw_Data/MELD/train/dia886_utt11.wav,happy,meld,train,train
Raw_Data/MELD/train/dia1029_utt13.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia392_utt7.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia947_utt9.wav,neutral,meld,train,train
Raw_Data/MELD/train/dia61_utt8.wav,happy,meld,train,train
Raw_Data/MELD/train/dia218_utt4.wav,sad,meld,train,train
Raw_Data/MELD/train/dia354_utt8.wav,happy,meld,train,train
Raw_Data/MELD/dev/dia8_utt8.wav,neutral,meld,dev,train
Raw_Data/MELD/train/dia185_utt2.wav,surprise,meld,train,train
Raw_Data/MELD/train/dia755_utt7.wav,happy,meld,train,train
